time,distance,speed,throttle,brake,rpm,gear,drs,x,y,z
66.223,3971.774233010477,104.0,50.0,0,9374.0,2,0,1238.156088044169,7035.655980764303,7278.5380510470495
66.309,3974.327159038329,106.86667093333334,50.71666773333333,0,9647.289295644445,2,0,1254.0,7016.0,7278.0
66.509,3980.6345666827733,113.5333376,52.3833344,0,10282.8448512,2,0,1293.0,6966.0,7277.0
66.583,3983.0190111272177,116.0,53.0,0,10518.0,2,0,1305.5818372537565,6949.09890159279,7276.480503811754
66.729,3987.9208261150698,120.86667093333334,60.3000064,0,10977.9004032,2,0,1335.0,6907.0,7275.0
66.929,3995.006011537292,127.5333376,70.3000064,0,11607.9004032,2,0,1402.0,6807.0,7272.0
66.943,3995.5037893150698,128.0,71.0,0,11652.0,2,0,1405.493792470309,6801.793891433169,7271.819938322092
67.289,4009.3855982327586,144.43500608,88.3000064,0,11007.5747616,2,0,1443.0,6745.0,7269.0
67.343,4011.5905982327586,147.0,91.0,0,10907.0,3,0,1454.2629822626332,6726.746184025585,7268.572037733498
67.503,4018.6128204549805,158.0,91.0,0,10907.0,3,0,1498.7514788507501,6654.258323924765,7267.28118500536
67.549,4020.6610983145365,160.3000064,93.07000576,0,11035.8003584,3,0,1510.0,6636.0,7267.0
67.703,4027.847764981203,168.0,100.0,0,11467.0,3,0,1538.8491006928143,6589.523922565912,7266.426125747522
67.809,4032.8919664878695,171.312504,100.0,0,10777.999168,3,0,1563.0,6549.0,7266.0
67.863,4035.4869664878697,173.0,100.0,0,10427.0,3,0,1579.5302984828888,6520.5596216666645,7265.687993416052
68.023,4043.1758553767586,173.0,100.0,0,10427.0,4,0,1640.323383363616,6414.215534504848,7264.47480701147
68.089,4046.458438925203,179.05001173333332,100.0,0,10465.500074666666,4,0,1662.0,6376.0,7264.0
68.263,4055.8834389252033,195.0,100.0,0,10567.0,4,0,1701.9254852237964,6304.829863094504,7262.956427825324
68.503,4069.416772258536,203.0,100.0,0,10346.0,5,0,1739.6484024633535,6236.427997391727,7262.018487102226
68.51,4069.812004902092,203.2625024,100.0,0,10353.6125696,5,0,1741.0,6234.0,7262.0
68.663,4078.694504902092,209.0,100.0,0,10520.0,5,0,1774.4191879607406,6174.253217962473,7261.721318761492
68.81,4087.378734134092,212.6750016,100.0,0,10825.0251328,5,0,1826.0,6082.0,7261.0
68.903,4092.932900800759,215.0,100.0,0,11018.0,5,0,1874.5557973582586,5994.908983875896,7259.983598124569
68.99,4098.181296672758,217.1750016,100.0,0,11150.6750976,5,0,1919.0,5915.0,7259.0
69.103,4105.086852228314,220.0,100.0,0,11323.0,5,0,1958.86069544883,5842.874105368026,7258.162852915824
69.383,4122.820185561647,228.0,100.0,0,11559.0,5,0,2008.6901771203513,5752.941177452069,7257.278025652964
69.43,4125.806010618494,228.7014937158985,94.15421903417919,0,11599.686635522114,5,0,2022.0,5730.0,7257.0
69.584,4135.68767728516,231.0,75.0,0,11733.0,5,0,2080.4920141322286,5630.574347591964,7255.704723737674
69.789,4148.841843951826,231.0,10.937439999999995,0,11327.270453333333,5,0,2166.0,5489.0,7254.0
69.824,4151.08767728516,231.0,0.0,0,11258.0,5,0,2177.5018282949804,5470.710656219844,7253.8447404319995
70.104,4168.509899507382,224.0,0.0,0,11330.0,5,0,2244.4106434435043,5378.882524458177,7253.876294363708
70.229,4176.194671189922,221.32142445714285,5.803580342857143,0,11134.910414628572,5,0,2288.0,5339.0,7254.0
70.384,4185.580782301033,218.0,13.0,0,10893.0,5,0,2364.7465839924034,5278.645794317988,7253.992570026438
70.449,4189.512492357477,217.75624928,18.03751488,0,10902.99377952,5,0,2399.0,5255.0,7254.0
71.184,4233.40832569081,215.0,75.0,0,11016.0,5,0,2798.797248724416,5169.9404713270105,7256.470119033647
71.249,4237.298653096524,215.4642870857143,78.2500096,0,11026.446459428571,5,0,2850.0,5175.0,7257.0
71.464,4250.258375318746,217.0,89.0,0,11061.0,5,0,3030.487468581096,5200.459218393897,7258.962280622403
71.469,4250.559872718746,217.078128,89.0,0,11061.0,5,0,3034.0,5201.0,7259.0
71.784,4269.984872718747,222.0,89.0,0,11061.0,5,0,3180.3709158810643,5224.3537735483405,7260.4698620840445
71.869,4275.259988535043,223.41666986666667,82.27081813333334,0,11215.771182933333,5,0,3230.0,5231.0,7261.0
72.024,4284.990544090599,226.0,70.0,0,11498.0,5,0,3351.833608440012,5245.668096571746,7262.356889542996
72.109,4290.339277517243,226.53459218733397,65.7232625013283,0,11509.761028121347,5,0,3416.0,5252.0,7263.0
72.183,4295.005388628355,227.0,62.0,0,11520.0,5,0,3462.7030277379786,5255.328064962645,7263.380388635316
72.383,4307.672055295021,228.0,36.0,0,11270.0,5,0,3558.1778212323884,5255.084452870103,7263.808990701932
72.449,4311.836930265687,227.1749984,39.3000064,0,11281.5500224,5,0,3592.0,5253.0,7264.0
72.623,4322.711930265687,225.0,48.0,0,11312.0,5,0,3694.6879885455332,5243.090314699152,7264.743829877796
72.709,4328.07959295318,224.69285668571428,49.228573257142855,0,11303.3999872,5,0,3753.0,5234.0,7265.0
72.903,4340.150704064291,224.0,52.0,0,11284.0,5,0,3895.033859212306,5202.990933653157,7265.006509907821
72.909,4340.524037397624,224.0,51.81999616,0,11282.31996416,5,0,3899.0,5202.0,7265.0
73.103,4352.595148508734,224.0,46.0,0,11228.0,5,0,4003.969149936479,5171.807901171247,7264.657511929943
73.309,4365.265578972734,221.4249984,41.70833066666667,0,11099.24992,5,0,4106.0,5125.0,7264.0
73.343,4367.352801194957,221.0,41.0,0,11078.0,5,0,4126.096794977777,5113.856775668418,7263.860965937332
73.529,4378.681040716289,219.2562488,45.6500032,0,11053.0062328,5,0,4241.0,5042.0,7263.0
73.663,4386.795485160734,218.0,49.0,0,11035.0,5,0,4304.444808628385,4992.277143859212,7262.387889990703
73.909,4401.849745659401,220.3062512,64.375008,0,11174.1438224,5,0,4389.0,4902.0,7261.0
73.983,4406.392523437179,221.0,69.0,0,11216.0,5,0,4413.420455092892,4872.032284029493,7260.394570943936
74.149,4416.668128441031,222.84444586666666,74.99444906666666,0,11370.9334528,5,0,4473.0,4780.0,7259.0
74.343,4428.793128441031,225.0,82.0,0,11552.0,5,0,4559.217154530467,4594.169383618945,7258.093955525846
